province,name_of_institution,dli_number,city,campuses,offers_pgwp_programs,PGWP_Tag,extraction_date
Manitoba,Mid-Ocean School of Media Arts (Audio in Media),O118486001687,Winnipeg,Winnipeg,No,No,2023-04-26 22:29:09.112874
Manitoba,"Commonwealth College Inc. (Culinary Arts Level One, Hospitality, Logistics and Supply Chain Management)",O242532309967,Winnipeg,Winnipeg,No,No,2023-04-26 22:29:09.112874
Manitoba,Providence University College and Theological Seminary,O19021124362,Otterburne,Otterburne,Yes (details for Flight schools),With Limitations,2023-04-26 22:29:09.112874
Manitoba,Red River College Polytechnic,O19305836302,Winnipeg,Winnipeg,Yes,Yes,2023-04-26 22:29:09.112874
Manitoba,"Robertson College (Accounting and Payroll Administrator, Logistics and Supply Chain Management, Massage Therapy, Medical Laboratory Assistant, Pharmacy Technician)",O123079633257,Winnipeg,Winnipeg,No,No,2023-04-26 22:29:09.112874
Manitoba,Robertson College (Massage Therapy),O123079633257,Winnipeg,Winnipeg,No,No,2023-04-26 22:29:09.112874
Manitoba,Robertson College (Pharmacy Technician),O123079633257,Winnipeg,Winnipeg,No,No,2023-04-26 22:29:09.112874
Manitoba,Robertson College (Medical Laboratory Assistant),O123079633257,Winnipeg,Winnipeg,No,No,2023-04-26 22:29:09.112874
Manitoba,Royal Winnipeg Ballet School,O211919169393,Winnipeg,Winnipeg,No,No,2023-04-26 22:29:09.112874
Manitoba,School of Contemporary Dancers,O114867912617,Winnipeg,Winnipeg,No,No,2023-04-26 22:29:09.112874
Manitoba,School of Ministers (Southland Church),O125192431487,Steinbach,Steinbach,No,No,2023-04-26 22:29:09.112874
Manitoba,St. Andrew’s College (St. Andrew’s College in Winnipeg),O110513623367,Winnipeg,Winnipeg,No,No,2023-04-26 22:29:09.112874
Manitoba,Steinbach Bible College (Steinbach Bible College Inc.),O19208275702,Steinbach,Steinbach,Yes (details for Flight schools),With Limitations,2023-04-26 22:29:09.112874
Manitoba,Université de Saint-Boniface,O19126670302,Winnipeg,Winnipeg,Yes,Yes,2023-04-26 22:29:09.112874
Manitoba,University College of the North,O19283880122,The Pas,The Pas,Yes,Yes,2023-04-26 22:29:09.112874
Manitoba,University of Manitoba,O19091528512,Winnipeg,Winnipeg,Yes,Yes,2023-04-26 22:29:09.112874
Manitoba,University of Winnipeg,O19147986012,Winnipeg,Winnipeg,Yes,Yes,2023-04-26 22:29:09.112874
Manitoba,Winnipeg Aviation (Winnipeg Aviation (2003) Ltd.),O19370973922,St. Andrews,St. Andrews,Yes (details for Flight schools),With Limitations,2023-04-26 22:29:09.112874
Manitoba,Winnipeg Global Education College Inc.,O243237116047,Winnipeg,Winnipeg,No,No,2023-04-26 22:29:09.112874
New Brunswick,Atlantic College of Applied Health Sciences,O281687091502,Fredericton,Fredericton,No,No,2023-04-26 22:29:09.112874
New Brunswick,Atlantic Business College,O19273824102,Fredericton,Atlantic Business College,No,No,2023-04-26 22:29:09.112874
New Brunswick,New Brunswick Indigenous Career College (NBICC),O149304273602,Richicbucto Road,Richicbucto Road,No,No,2023-04-26 22:29:09.112874
New Brunswick,Mount Saint Joseph Nursing Home,O143065902232,Miramichi,Miramichi,No,No,2023-04-26 22:29:09.112874
New Brunswick,East Coast Trades College,O259056599482,Fredericton,Fredericton,No,No,2023-04-26 22:29:09.112874
New Brunswick,Collège communautaire du Nouveau-Brunswick (CCNB),O19391556654,Bathurst,Campus de Bathurst,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,Collège communautaire du Nouveau-Brunswick (CCNB),O19391556654,Campbellton,Campus de Campbellton,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,Collège communautaire du Nouveau-Brunswick (CCNB),O19391556654,Dieppe,Campus de Dieppe,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,Collège communautaire du Nouveau-Brunswick (CCNB),O19391556654,Edmundston,Campus d’Edmundston,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,Collège communautaire du Nouveau-Brunswick (CCNB),O19391556654,Shippagan,Campus de la Péninsule acadienne,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,Crandall University,O19391275763,Moncton,Moncton,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,Eastern College,O112937696097,Saint John,Saint John Campus,No,No,2023-04-26 22:29:09.112874
New Brunswick,Eastern College,O112937696097,Fredericton,Fredericton Campus,No,No,2023-04-26 22:29:09.112874
New Brunswick,Eastern College,O112937696097,Moncton,Moncton Campus,No,No,2023-04-26 22:29:09.112874
New Brunswick,Kingswood University,O19348776942,Sussex,Sussex,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,LaFrance School of Hair Design,O123689900947,Grand Falls,Grand Falls,No,No,2023-04-26 22:29:09.112874
New Brunswick,Maritime College of Forest Technology / Collège de Technologie Forestière des Maritimes,O19391276070,Bathurst,"Collège de Technologie Forestière des Maritimes, Bathurst Campus (French campus)",Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,Maritime College of Forest Technology / Collège de Technologie Forestière des Maritimes,O19391276070,Fredericton,"Maritime College of Forest Technology, Fredericton Campus (English campus)",Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,McKenzie College,O19391275539,Moncton,Moncton,No,No,2023-04-26 22:29:09.112874
New Brunswick,McKenzie College Language Learning Centre,O246774185777,Moncton,Moncton,No,No,2023-04-26 22:29:09.112874
New Brunswick,Moncton Flight College,O19274437002,Dieppe,Moncton Campus,Yes (details for Flight schools),With Limitations,2023-04-26 22:29:09.112874
New Brunswick,Moncton Flight College,O19274437002,Fredericton,Fredericton Campus,Yes (details for Flight schools),With Limitations,2023-04-26 22:29:09.112874
New Brunswick,Mount Allison University,O19273922302,Sackville,Sackville,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,New Brunswick Bible Institute Inc.,O111394075331,Victoria Corner,Victoria Corner,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,New Brunswick College of Craft and Design,O19391556333,Fredericton,Fredericton,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,New Brunswick Community College (NBCC),O19391556439,Fredericton,NBCC - Fredericton,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,New Brunswick Community College (NBCC),O19391556439,Miramichi,NBCC - Miramichi,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,New Brunswick Community College (NBCC),O19391556439,Moncton,NBCC - Moncton,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,New Brunswick Community College (NBCC),O19391556439,Saint John,NBCC – Saint John,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,New Brunswick Community College (NBCC),O19391556439,St. Andrews,NBCC - St. Andrews,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,New Brunswick Community College (NBCC),O19391556439,Woodstock,NBCC - Woodstock,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,Northeast Christian College,O19352105132,Fredericton,Fredericton,No,No,2023-04-26 22:29:09.112874
New Brunswick,Oulton College,O19391275785,Moncton,Moncton,No,No,2023-04-26 22:29:09.112874
New Brunswick,Ready Arc Training and Testing,O138505979102,Saint John,Saint John,No,No,2023-04-26 22:29:09.112874
New Brunswick,St. Stephen’s University,O19391276057,St. Stephen,St. Stephen,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,St. Thomas University,O19391556376,Fredericton,Fredericton,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,Université de Moncton,O19391556532,Edmundston,Campus d’Edmunsdston,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,Université de Moncton,O19391556532,Moncton,Campus de Moncton,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,Université de Moncton,O19391556532,Shippagan,Campus de Shippagan,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,University of New Brunswick,O19348802512,Fredericton,UNB – Fredericton,Yes,Yes,2023-04-26 22:29:09.112874
New Brunswick,University of New Brunswick,O19348802512,Saint John,UNB – Saint John,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,Academy Canada,O19441333188,Corner Brook,Corner Brook,No,No,2023-04-26 22:29:09.112874
Newfoundland and Labrador,Academy Canada,O19441333188,St. John’s,St. John’s,No,No,2023-04-26 22:29:09.112874
Newfoundland and Labrador,Centre for Nursing Studies,O19441089096,St. John’s,St. John’s,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,College of the North Atlantic,O19441088976,Baie Verte,Baie Verte Campus,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,College of the North Atlantic,O19441088976,Bonavista,Bonavista Campus,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,College of the North Atlantic,O19441088976,Burin Bay Arm,Burin Campus,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,College of the North Atlantic,O19441088976,Carbonear,Carbonear Campus,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,College of the North Atlantic,O19441088976,Clarenville,Clarenville Campus,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,College of the North Atlantic,O19441088976,Conception Bay South,Seal Cove Campus,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,College of the North Atlantic,O19441088976,Cornerbrook,Cornerbrook Campus,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,College of the North Atlantic,O19441088976,Gander,Gander Campus,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,College of the North Atlantic,O19441088976,Grand Falls-Windsor,Grand Falls-Windsor Campus,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,College of the North Atlantic,O19441088976,Happy Valley-Goose Bay,Happy Valley-Goose Bay Campus,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,College of the North Atlantic,O19441088976,Labrador City,Labrador West Campus,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,College of the North Atlantic,O19441088976,Placentia,Placentia Campus,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,College of the North Atlantic,O19441088976,Port aux Basques,Port aux Basques Campus,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,College of the North Atlantic,O19441088976,St. Anthony,St. Anthony Campus,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,College of the North Atlantic,O19441088976,St. John’s,"Prince Philip Drive Campus, Ridge Road Campus",Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,College of the North Atlantic,O19441088976,Stephenville,Bay St. George Campus,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,Eastern Academy,O278103348412,St. John’s,St. John’s,No,No,2023-04-26 22:29:09.112874
Newfoundland and Labrador,Gander Flight Training (Exploits Valley Air Service),O19441196787,Gander,Gander,Yes (details for Flight schools),With Limitations,2023-04-26 22:29:09.112874
Newfoundland and Labrador,Keyin College (Advanced Educational Systems Inc.),O19441207179,"St. John’s, Bay Roberts","St. John’s, Bay Roberts",No,No,2023-04-26 22:29:09.112874
Newfoundland and Labrador,Keyin College (Future First Inc.),O19441276742,Gander,Gander,No,No,2023-04-26 22:29:09.112874
Newfoundland and Labrador,Keyin College (Future First Inc.),O19441276742,Grand Falls-Windsor,Grand Falls-Windsor,No,No,2023-04-26 22:29:09.112874
Newfoundland and Labrador,Keyin College Western Campus,O257888013712,Stephenville,Stephenville,No,No,2023-04-26 22:29:09.112874
Newfoundland and Labrador,Memorial University of Newfoundland,O19440995346,Corner Brook,Grenfell Campus,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,Memorial University of Newfoundland,O19440995346,St. John’s,"Fisheries and Marine Institute Campus, St. John’s Campus",Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,Queen’s College,O19441168228,St. John’s,St. John’s,Yes,Yes,2023-04-26 22:29:09.112874
Newfoundland and Labrador,Western Regional School of Nursing,O19441148519,Corner Brook,Corner Brook,Yes,Yes,2023-04-26 22:29:09.112874
Northwest Territories,Aurora College,O19348462392,Fort Smith,Thebacha Campus,Yes,Yes,2023-04-26 22:29:09.112874
Northwest Territories,Aurora College,O19348462392,Inuvik,Aurora Campus,Yes,Yes,2023-04-26 22:29:09.112874
Northwest Territories,Aurora College,O19348462392,Yellowknife,Yellowknife/North Slave Campus,Yes,Yes,2023-04-26 22:29:09.112874
Nova Scotia,Oxford International College Halifax,O267638647882,Halifax,Halifax,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Academy of Cosmetology,O214965234137,Dartmouth,Dartmouth,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Academy of Learning College - Halifax,O111596476281,Halifax,Halifax,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Acadia University,O19391556792,Wolfville,Wolfville,Yes,Yes,2023-04-26 22:29:09.112874
Nova Scotia,Acadia University: English Language Centre,O19391556981,Wolfville,Wolfville,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Apex Language and Career College,O19330669492,Halifax,Halifax,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Atlantic Flight Attendant Academy,O136991020372,Halifax,Halifax,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Atlantic School of Theology,O19391556837,Halifax,Halifax,Yes,Yes,2023-04-26 22:29:09.112874
Nova Scotia,Canadian College of Acupuncture and Traditional Chinese Medicine,O250138504947,Halifax,Halifax,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Canadian College of Massage and Hydrotherapy,O111416612697,Halifax,Halifax,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Cape Breton Language Centre,O19210055012,Sydney,Cape Breton University and New Dawn Centre for Social Innovation,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Cape Breton University,O19391556824,Sydney,Sydney,Yes,Yes,2023-04-26 22:29:09.112874
Nova Scotia,CBBC Career College,O137691023352,Sydney,"Halifax, Sydney",No,No,2023-04-26 22:29:09.112874
Nova Scotia,CLLC Halifax,O19209875232,Halifax,"Citadel Campus, Duke Campus",No,No,2023-04-26 22:29:09.112874
Nova Scotia,CPA Atlantic,O214966777617,Halifax,Halifax,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Da Vinci Centre of Arts and Design,O19331278712,Lower Sackville,Lower Sackville,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Dalhousie University,O19209939282,Halifax,Halifax,Yes,Yes,2023-04-26 22:29:09.112874
Nova Scotia,Dalhousie University ESL Programs,O19091594822,Halifax,Halifax,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Oxford International Language College Halifax,O19130326522,Halifax,Halifax,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Eastern College,O19391556993,Halifax,Halifax,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Elevate Beauty Institute of Cosmetology,O139340859112,New Minas,New Minas,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Atlantic Canada Language Academy,O19210345642,Lunenburg,Lunenburg,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Halifax Language Institute of Canada,O19091611322,Halifax,Halifax,No,No,2023-04-26 22:29:09.112874
Nova Scotia,ICT Northumberland College,O115158695747,Halifax,Halifax,No,No,2023-04-26 22:29:09.112874
Nova Scotia,International Language Institute,O19126582122,Halifax,Halifax,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Island Career Academy,O19370893142,Sydney,Sydney,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Maritime Business College,O19391557015,Dartmouth,Dartmouth,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Maritime Environmental Training Institute (METI),O112783108317,Sydney,Sydney,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Medavie HealthEd,O19353075272,Dartmouth,Dartmouth,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Mount Saint Vincent University,O19301947442,Halifax,Halifax,Yes,Yes,2023-04-26 22:29:09.112874
Nova Scotia,Nova Scotia College of Early Childhood Education,O19353105672,Halifax,Halifax,No,No,2023-04-26 22:29:09.112874
Nova Scotia,Nova Scotia Community College,O19091820452,Halifax,"Akerley Campus, Annapolis Valley Campus, Aviation Institute, Burridge Campus, Centre of Geographic Sciences (COGS), Cumberland Campus, eCampus, Institute of Technology Campus, Ivany Campus, Kingstec Campus, Lunenburg Campus, Marconi Campus, Nautical Institute, Pictou Campus, School of Fisheries, Shelburne Campus, Strait Area Campus, and Truro Campus",Yes,Yes,2023-04-26 22:29:09.112874
Nova Scotia,Nova Scotia Fire Fighters School,O19391557060,Waverley,Waverley,No,No,2023-04-26 22:29:09.112874
Nova Scotia,NSCAD University (Nova Scotia College of Art and Design),O19021269652,Halifax,Halifax,Yes,Yes,2023-04-26 22:29:09.112874
Nova Scotia,Saint Mary’s University,O19021279692,Halifax,Halifax,Yes,Yes,2023-04-26 22:29:09.112874
Nova Scotia,St. Francis Xavier University,O19391556899,Antigonish,Antigonish,Yes,Yes,2023-04-26 22:29:09.112874
Nova Scotia,Success College of Applied Arts and Technology,O19391557027,Lower Sackville,Lower Sackville,No,No,2023-04-26 22:29:09.112874
Nova Scotia,The Language Centre at Saint Mary’s University,O19347769972,Halifax,Halifax,Yes,Yes,2023-04-26 22:29:09.112874
Nova Scotia,Université Sainte-Anne,O19391556726,Church Point,Church Point,Yes,Yes,2023-04-26 22:29:09.112874
Nova Scotia,University of King’s College,O19391556768,Halifax,Halifax,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,International Business University,O282326631372,Toronto,Downtown Campus,Yes (details),With Limitations,2023-04-26 22:29:09.112874
Ontario,International Business University,O282326631372,North York,North York Campus,Yes (details),With Limitations,2023-04-26 22:29:09.112874
Ontario,Central Health Institute Inc.,O278274114812,Hamilton,Hamilton,No,No,2023-04-26 22:29:09.112874
Ontario,Canadian College of Healthcare and Pharmaceutics,O278286722242,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,York College of Applied Arts,O275157104632,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Elite Royal International Career College,O152852392842,Scarborough,Scarborough,No,No,2023-04-26 22:29:09.112874
Ontario,Liaison College at Pasqualino,O153092198812,Milton,ON,No,No,2023-04-26 22:29:09.112874
Ontario,Elite College of Business and Healthcare ON,O152989030622,Richmond Hill,Richmond Hill,No,No,2023-04-26 22:29:09.112874
Ontario,Looks Aesthetic Academy,O152845564762,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Prime International College of Healthcare and Technology,O152747113602,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Osilla Institute for Health Personnel Ltd.,O152836459432,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Westfield Institute of Technology,O269147343492,North York,North York,No,No,2023-04-26 22:29:09.112874
Ontario,ILAC International College Ltd o/a ILAC International College,O19319417742,Toronto,"Cumberland Campus, Bloor Street East Campus, College Street Campus, Toronto, Bay Street Campus",No,No,2023-04-26 22:29:09.112874
Ontario,Glow College of Artistic Design,O150239515282,"Brampton, Kitchener","Brampton, Kitchener",No,No,2023-04-26 22:29:09.112874
Ontario,York Entrepreneurship Development Institute (YEDI),O152143391102,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,OptionTrain College of Management and Technology,O150238810982,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Canadian College of Traditional Chinese Medicine,O149359252282,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Loyalist College,O19359011572,Port Hope,Port Hope Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Ontario Psychotherapy and Counseling Program,O148904735162,Toronto,Madison Avenue Campus Bloor Street Campus,No,No,2023-04-26 22:29:09.112874
Ontario,Fleming College at Trebas Institute Ontario Inc.,O274495147192,Toronto,Toronto,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Ontario Association of Jungian Analysts Training Programme,O272546195962,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,College of Health Studies,O272071922252,Brampton,Brampton,No,No,2023-04-26 22:29:09.112874
Ontario,Fanshawe College at ILAC International College,O271444185572,Toronto,Toronto,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,St. Clair College at Ace Acumen Academy,O19395083703,Brampton,St. Clair College at Ace Acumen Academy -Brampton,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Thompson Career College of Health and Business,O148513161382,"Mississauga, Markham, London","Mississauga, Markham, London",No,No,2023-04-26 22:29:09.112874
Ontario,BITTS International Career College,O118231504027,Brampton,Brampton,No,No,2023-04-26 22:29:09.112874
Ontario,ACE Acumen Academy,O242529990457,Brampton,Brampton,No,No,2023-04-26 22:29:09.112874
Ontario,MacMillian Institute of Applied Health Sciences,O148299012272,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Lighthouse Labs,O269318935102,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Westfield English Language School,O269147343492,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Windsor Career College,O268556002972,Windsor,"Windsor, Etobicoke",No,No,2023-04-26 22:29:09.112874
Ontario,Niagara University,O268049601572,Vaughan,Vaughan,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,"Springfield College of Healthcare, Management & Technology",O268300833522,Brampton,Brampton,No,No,2023-04-26 22:29:09.112874
Ontario,Peel College of Professional Studies,O267984044962,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Epic College of Technology Inc.,O267687011662,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Flair College of Management and Technology,O19800346567,Brampton,Brampton,No,No,2023-04-26 22:29:09.112874
Ontario,Newcastle College of Business & Technology,O139903401892,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Wilfrid Laurier International College,O266847818492,Brantford,N/A,No,No,2023-04-26 22:29:09.112874
Ontario,ABC Access Business College,O242732890457,Brampton,Brampton,No,No,2023-04-26 22:29:09.112874
Ontario,Canadian Care Academy Inc,O146590164562,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Niagara College Canada at Toronto School of Management,O146982877972,Toronto,"College Street Campus, Jarvis Street Campus, Eglinton Avenue West Campus",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Sault College of Applied Arts and Technology at Trios College Business Technology Healthcare Inc.,O146028559284,Toronto,Toronto,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Ontario College of Management and Technology,O146329267202,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Georgian College at ILAC International College,O145776118272,Toronto,Toronto,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Canadian Scitech College,O145728886632,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Marca College of Hair and Esthetics,O145499213302,Markham,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,UMS Healthcare College,O146692187902,North York,,No,No,2023-04-26 22:29:09.112874
Ontario,School of Photographic Arts Ottawa,O264423058712,Ottawa,Ottawa,No,No,2023-04-26 22:29:09.112874
Ontario,"A1-Global College of Health, Business, and Technology",O19394699296,Mississauga,"East Campus, West Campus",No,No,2023-04-26 22:29:09.112874
Ontario,ABC Access Business College,O242732890457,North York,North York,No,No,2023-04-26 22:29:09.112874
Ontario,ACE Acumen Academy,O242529990457,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,ACE Acumen Academy,O242529990457,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Academy of Learning Career and Business College,O147996700392,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,AIMS College Healthcare Management Technology,O135631727752,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,APlus Institute,O19304163112,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Académie de Dessin de Mode Richard Robinson Academy of Fashion Design,O119063232417,Ottawa,Ottawa,No,No,2023-04-26 22:29:09.112874
Ontario,Academy of Applied Pharmaceutical Sciences (AAPS) Inc.,O19376386952,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Academy of Learning,O19359144722,Brampton,"Brampton, Mississauga",No,No,2023-04-26 22:29:09.112874
Ontario,Academy of Learning Career and Business College,O260518481572,Fort Erie,Fort Erie,No,No,2023-04-26 22:29:09.112874
Ontario,Academy of Learning Career and Business College,O260328722832,Owen Sound,Owen Sound,No,No,2023-04-26 22:29:09.112874
Ontario,Academy of Learning Career and Business College,O139832935932,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Academy of Learning Career and Business College,O139832935932,Scarborough,Scarborough,No,No,2023-04-26 22:29:09.112874
Ontario,Academy of Learning Career and Business College,O132633122837,Belleville,Belleville,No,No,2023-04-26 22:29:09.112874
Ontario,Academy of Learning Career and Business College,O112937383987,Etobicoke,Etobicoke,No,No,2023-04-26 22:29:09.112874
Ontario,Academy of Learning Career and Business College,O19516732252,Scarborough,Lawrence Campus,No,No,2023-04-26 22:29:09.112874
Ontario,Academy of Learning Career and Business College,O19859544417,Toronto,Bay/Queen,No,No,2023-04-26 22:29:09.112874
Ontario,Academy of Learning College,O128609354927,Ottawa,Ottawa,No,No,2023-04-26 22:29:09.112874
Ontario,Academy of Learning College,O19305245022,Hamilton,Hamilton Campus,No,No,2023-04-26 22:29:09.112874
Ontario,Academy of Learning Career and Business College,O19303790322,"Kingston, Mississauga","Kingston Campus, Mississauga Campus",No,No,2023-04-26 22:29:09.112874
Ontario,Adler Graduate Professional School,O19376414752,Toronto,Toronto,Yes(details),With Limitations,2023-04-26 22:29:09.112874
Ontario,Ahmadiyya Muslim Jama’at Canada Inc.,O114556020427,Maple,Maple,No,No,2023-04-26 22:29:09.112874
Ontario,Algoma University,O19395422197,Brampton,Algoma at Brampton,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Algoma University,O19395422197,Sault Ste. Marie,Main Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Algoma University,O19395422197,Timmins,Algoma at Timmins,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Algonquin Careers Academy,O19319175222,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Algonquin Careers Academy,O19329829942,Ottawa,Ottawa,No,No,2023-04-26 22:29:09.112874
Ontario,Algonquin College,O19358971022,Ottawa,Algonquin College of Applied Arts and Technology,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Algonquin College,O19358971022,Pembroke,"Algonquin College of Applied Arts and Technology, Pembroke Campus",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Algonquin College,O19358971022,Perth,"Algonquin College of Applied Arts and Technology, Perth Campus",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,"Algonquin College at CDI College Business, Technology and Healthcare",O273223369382,Brampton,Brampton,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,"Algonquin College at CDI College Business, Technology and Healthcare",O273223369382,Mississauga,Mississauga,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,"Algonquin College at CDI College Business, Technology and Healthcare",O273223369382,North York,North York,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,"Algonquin College at CDI College Business, Technology and Healthcare",O273223369382,Scarborough,Scarborough,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Alpha College of Business and Technology,O19555982922,Scarborough,Scarborough,No,No,2023-04-26 22:29:09.112874
Ontario,"Anderson College of Health, Business and Technology",O19711641837,Hamilton,Hamilton,No,No,2023-04-26 22:29:09.112874
Ontario,"Anderson College of Health, Business and Technology",O19711641837,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,"Anderson College of Health, Business and Technology",O19711641837,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
